row_id,order_id,order_date,ship_date,ship_mode,customer_id,postal_code,product_id,sales,quantity,discount,profit,shipping_duration_days,unit_price,unit_cost,profit_margin_pct,is_profitable,discount_bracket
388,CA-2015-122756,2015-12-03,2015-12-07,Standard Class,DK-13225,19140,FUR-FU-10001935,2.96,1,0.2,0.777,4,2.96,2.18,26.25,1,Low Discount (1-20%)
389,CA-2014-115973,2014-11-24,2014-11-26,First Class,NG-18430,45231,OFF-AR-10004757,2.624,1,0.2,0.4264,2,2.62,2.2,16.25,1,Low Discount (1-20%)
390,CA-2017-101798,2017-12-11,2017-12-15,Standard Class,MV-18190,10009,OFF-BI-10000050,23.36,4,0.2,7.884,4,5.84,3.87,33.75,1,Low Discount (1-20%)
391,CA-2017-101798,2017-12-11,2017-12-15,Standard Class,MV-18190,10009,TEC-AC-10001998,39.98,2,0.0,13.5932,4,19.99,13.19,34.0,1,No Discount (0%)
392,US-2014-135972,2014-09-21,2014-09-23,Second Class,JG-15115,98198,TEC-PH-10003012,246.384,2,0.2,27.7182,2,123.19,109.33,11.25,1,Low Discount (1-20%)
393,US-2014-135972,2014-09-21,2014-09-23,Second Class,JG-15115,98198,TEC-CO-10002313,1799.97,3,0.0,701.9883,2,599.99,365.99,39.0,1,No Discount (0%)
394,US-2014-134971,2014-06-07,2014-06-10,Second Class,BP-11095,61604,OFF-BI-10003982,12.462,3,0.8,-20.5623,3,4.15,11.01,-165.0,0,High Discount (>50%)
395,CA-2017-102946,2017-06-30,2017-07-05,Standard Class,VP-21730,89115,OFF-BI-10004492,75.792,3,0.2,25.5798,5,25.26,16.74,33.75,1,Low Discount (1-20%)
396,CA-2017-165603,2017-10-17,2017-10-19,Second Class,SS-20140,02886,OFF-ST-10000798,49.96,2,0.0,9.4924,2,24.98,20.23,19.0,1,No Discount (0%)
397,CA-2017-165603,2017-10-17,2017-10-19,Second Class,SS-20140,02886,OFF-PA-10002552,12.96,2,0.0,6.2208,2,6.48,3.37,48.0,1,No Discount (0%)
398,CA-2015-122259,2015-10-31,2015-11-04,Standard Class,HP-14815,49201,OFF-SU-10002573,70.12,4,0.0,21.036,4,17.53,12.27,30.0,1,No Discount (0%)
399,CA-2016-108987,2016-09-08,2016-09-10,Second Class,AG-10675,77036,OFF-ST-10001580,35.952,3,0.2,3.5952,2,11.98,10.79,10.0,1,Low Discount (1-20%)
400,CA-2016-108987,2016-09-08,2016-09-10,Second Class,AG-10675,77036,FUR-BO-10004834,2396.2656,4,0.32,-317.1528,2,599.07,678.35,-13.24,0,Medium Discount (21-50%)
401,CA-2016-108987,2016-09-08,2016-09-10,Second Class,AG-10675,77036,OFF-ST-10000934,131.136,4,0.2,-32.784,2,32.78,40.98,-25.0,0,Low Discount (1-20%)
402,CA-2016-108987,2016-09-08,2016-09-10,Second Class,AG-10675,77036,TEC-AC-10000158,57.584,2,0.2,0.7198,2,28.79,28.43,1.25,1,Low Discount (1-20%)
403,CA-2014-113166,2014-12-24,2014-12-26,First Class,LF-17185,33180,OFF-PA-10001947,9.568,2,0.2,3.4684,2,4.78,3.05,36.25,1,Low Discount (1-20%)
404,CA-2014-155208,2014-04-16,2014-04-20,Standard Class,SP-20650,28403,OFF-AR-10003478,39.072,6,0.2,9.768,4,6.51,4.88,25.0,1,Low Discount (1-20%)
405,CA-2017-117933,2017-12-24,2017-12-29,Standard Class,RF-19840,10024,OFF-AP-10004249,35.91,3,0.0,9.6957,5,11.97,8.74,27.0,1,No Discount (0%)
406,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,KH-16510,94110,TEC-AC-10000158,179.95,5,0.0,37.7895,4,35.99,28.43,21.0,1,No Discount (0%)
407,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,KH-16510,94110,TEC-CO-10004115,1199.976,3,0.2,434.9913,4,399.99,254.99,36.25,1,Low Discount (1-20%)
408,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,KH-16510,94110,OFF-PA-10003724,27.15,5,0.0,13.3035,4,5.43,2.77,49.0,1,No Discount (0%)
409,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,KH-16510,94110,FUR-TA-10002041,1004.024,7,0.2,-112.9527,4,143.43,159.57,-11.25,0,Low Discount (1-20%)
410,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,KH-16510,94110,OFF-PA-10002893,9.68,1,0.0,4.6464,4,9.68,5.03,48.0,1,No Discount (0%)
411,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,KH-16510,94110,OFF-LA-10003766,28.35,9,0.0,13.608,4,3.15,1.64,48.0,1,No Discount (0%)
412,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,KH-16510,94110,OFF-PA-10001970,55.98,1,0.0,27.4302,4,55.98,28.55,49.0,1,No Discount (0%)
413,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,KH-16510,94110,FUR-BO-10001972,1336.829,13,0.15,31.4548,4,102.83,100.41,2.35,1,Low Discount (1-20%)
414,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,KH-16510,94110,FUR-CH-10003956,113.568,2,0.2,-18.4548,4,56.78,66.01,-16.25,0,Low Discount (1-20%)
415,CA-2017-142636,2017-11-03,2017-11-07,Standard Class,KC-16675,98105,OFF-PA-10000157,139.86,7,0.0,65.7342,4,19.98,10.59,47.0,1,No Discount (0%)
416,CA-2017-142636,2017-11-03,2017-11-07,Standard Class,KC-16675,98105,FUR-CH-10001891,307.136,4,0.2,26.8744,4,76.78,70.07,8.75,1,Low Discount (1-20%)
417,CA-2017-122105,2017-06-24,2017-06-28,Standard Class,CJ-12010,92646,OFF-AR-10004344,95.92,8,0.0,25.8984,4,11.99,8.75,27.0,1,No Discount (0%)
418,CA-2016-148796,2016-04-14,2016-04-18,Standard Class,PB-19150,90004,FUR-CH-10004886,383.8,5,0.2,38.38,4,76.76,69.08,10.0,1,Low Discount (1-20%)
419,CA-2017-154816,2017-11-06,2017-11-10,Standard Class,VB-21745,40475,OFF-PA-10003845,5.78,1,0.0,2.8322,4,5.78,2.95,49.0,1,No Discount (0%)
420,CA-2017-110478,2017-03-04,2017-03-09,Standard Class,SP-20860,90045,OFF-AR-10001573,9.32,4,0.0,2.7028,5,2.33,1.65,29.0,1,No Discount (0%)
421,CA-2017-110478,2017-03-04,2017-03-09,Standard Class,SP-20860,90045,OFF-EN-10000483,15.25,1,0.0,7.015,5,15.25,8.24,46.0,1,No Discount (0%)
422,CA-2014-142048,2014-06-22,2014-06-25,First Class,JE-15745,80027,TEC-AC-10004114,196.752,6,0.2,56.5662,3,32.79,23.36,28.75,1,Low Discount (1-20%)
423,CA-2017-125388,2017-10-19,2017-10-23,Standard Class,MP-17965,01841,FUR-FU-10004712,56.56,4,0.0,14.7056,4,14.14,10.46,26.0,1,No Discount (0%)
424,CA-2017-125388,2017-10-19,2017-10-23,Standard Class,MP-17965,01841,OFF-ST-10000918,32.7,3,0.0,8.502,4,10.9,8.07,26.0,1,No Discount (0%)
425,CA-2017-155705,2017-08-21,2017-08-23,Second Class,NF-18385,39212,FUR-CH-10000015,866.4,4,0.0,225.264,2,216.6,160.28,26.0,1,No Discount (0%)
426,CA-2017-149160,2017-11-23,2017-11-26,Second Class,JM-15265,48187,FUR-FU-10003347,28.4,2,0.0,11.076,3,14.2,8.66,39.0,1,No Discount (0%)
427,CA-2017-149160,2017-11-23,2017-11-26,Second Class,JM-15265,48187,OFF-BI-10001543,287.92,8,0.0,138.2016,3,35.99,18.71,48.0,1,No Discount (0%)
428,CA-2014-101476,2014-09-12,2014-09-13,First Class,SD-20485,10801,TEC-MA-10000029,69.99,1,0.0,30.0957,1,69.99,39.89,43.0,1,No Discount (0%)
429,CA-2017-152275,2017-10-01,2017-10-08,Standard Class,KH-16630,78207,OFF-AR-10000369,6.672,6,0.2,0.5004,7,1.11,1.03,7.5,1,Low Discount (1-20%)
430,US-2016-123750,2016-04-15,2016-04-21,Standard Class,RB-19795,28052,OFF-BI-10004584,189.588,2,0.7,-145.3508,6,94.79,167.47,-76.67,0,High Discount (>50%)
431,US-2016-123750,2016-04-15,2016-04-21,Standard Class,RB-19795,28052,TEC-AC-10004659,408.744,7,0.2,76.6395,6,58.39,47.44,18.75,1,Low Discount (1-20%)
432,US-2016-123750,2016-04-15,2016-04-21,Standard Class,RB-19795,28052,TEC-AC-10004659,291.96,5,0.2,54.7425,6,58.39,47.44,18.75,1,Low Discount (1-20%)
433,US-2016-123750,2016-04-15,2016-04-21,Standard Class,RB-19795,28052,OFF-ST-10000617,4.768,2,0.2,-0.7748,6,2.38,2.77,-16.25,0,Low Discount (1-20%)
434,CA-2016-127369,2016-06-06,2016-06-07,First Class,DB-13060,01852,OFF-ST-10003306,714.3,5,0.0,207.147,1,142.86,101.43,29.0,1,No Discount (0%)
435,US-2014-150574,2014-12-19,2014-12-25,Standard Class,MK-18160,32216,OFF-BI-10000773,4.812,2,0.7,-3.6892,6,2.41,4.25,-76.67,0,High Discount (>50%)
436,US-2014-150574,2014-12-19,2014-12-25,Standard Class,MK-18160,32216,TEC-AC-10002600,247.8,5,0.2,-18.585,6,49.56,53.28,-7.5,0,Low Discount (1-20%)
437,CA-2016-147375,2016-06-12,2016-06-14,Second Class,PO-19180,60623,TEC-MA-10002937,1007.979,3,0.3,43.1991,2,335.99,321.59,4.29,1,Medium Discount (21-50%)
438,CA-2016-147375,2016-06-12,2016-06-14,Second Class,PO-19180,60623,OFF-PA-10001970,313.488,7,0.2,113.6394,2,44.78,28.55,36.25,1,Low Discount (1-20%)
439,CA-2017-130043,2017-09-15,2017-09-19,Standard Class,BB-11545,77070,OFF-PA-10002230,31.872,8,0.2,11.5536,4,3.98,2.54,36.25,1,Low Discount (1-20%)
440,CA-2017-157252,2017-01-20,2017-01-23,Second Class,CV-12805,10024,FUR-CH-10003396,207.846,3,0.1,2.3094,3,69.28,68.51,1.11,1,Low Discount (1-20%)
441,CA-2016-115756,2016-09-05,2016-09-07,Second Class,PK-19075,48227,FUR-FU-10000246,12.22,1,0.0,3.666,2,12.22,8.55,30.0,1,No Discount (0%)
442,CA-2016-115756,2016-09-05,2016-09-07,Second Class,PK-19075,48227,OFF-ST-10000060,194.94,3,0.0,23.3928,2,64.98,57.18,12.0,1,No Discount (0%)
443,CA-2016-115756,2016-09-05,2016-09-07,Second Class,PK-19075,48227,OFF-ST-10003058,70.95,3,0.0,20.5755,2,23.65,16.79,29.0,1,No Discount (0%)
444,CA-2016-115756,2016-09-05,2016-09-07,Second Class,PK-19075,48227,OFF-PA-10002222,91.36,4,0.0,42.0256,2,22.84,12.33,46.0,1,No Discount (0%)
445,CA-2016-115756,2016-09-05,2016-09-07,Second Class,PK-19075,48227,FUR-CH-10002372,242.94,3,0.0,29.1528,2,80.98,71.26,12.0,1,No Discount (0%)
446,CA-2016-115756,2016-09-05,2016-09-07,Second Class,PK-19075,48227,OFF-LA-10001317,22.05,7,0.0,10.584,2,3.15,1.64,48.0,1,No Discount (0%)
447,CA-2017-154214,2017-03-20,2017-03-25,Second Class,TB-21595,47201,FUR-FU-10000206,2.91,1,0.0,1.3677,5,2.91,1.54,47.0,1,No Discount (0%)
448,CA-2016-166674,2016-04-01,2016-04-03,Second Class,RB-19360,13021,OFF-AR-10000588,59.52,3,0.0,15.4752,2,19.84,14.68,26.0,1,No Discount (0%)
449,CA-2016-166674,2016-04-01,2016-04-03,Second Class,RB-19360,13021,OFF-ST-10001469,161.94,3,0.0,9.7164,2,53.98,50.74,6.0,1,No Discount (0%)
450,CA-2016-166674,2016-04-01,2016-04-03,Second Class,RB-19360,13021,OFF-AR-10001953,263.88,6,0.0,71.2476,2,43.98,32.11,27.0,1,No Discount (0%)
451,CA-2016-166674,2016-04-01,2016-04-03,Second Class,RB-19360,13021,OFF-AR-10003156,30.48,3,0.0,7.9248,2,10.16,7.52,26.0,1,No Discount (0%)
452,CA-2016-166674,2016-04-01,2016-04-03,Second Class,RB-19360,13021,OFF-AR-10004974,9.84,3,0.0,2.8536,2,3.28,2.33,29.0,1,No Discount (0%)
453,CA-2016-166674,2016-04-01,2016-04-03,Second Class,RB-19360,13021,TEC-PH-10002365,35.12,4,0.0,9.1312,2,8.78,6.5,26.0,1,No Discount (0%)
454,CA-2017-147277,2017-10-20,2017-10-24,Standard Class,EB-13705,44312,FUR-TA-10001539,284.364,2,0.4,-75.8304,4,142.18,180.1,-26.67,0,Medium Discount (21-50%)
455,CA-2017-147277,2017-10-20,2017-10-24,Standard Class,EB-13705,44312,OFF-ST-10000142,665.408,2,0.2,66.5408,4,332.7,299.43,10.0,1,Low Discount (1-20%)
456,CA-2016-100153,2016-12-13,2016-12-17,Standard Class,KH-16630,73071,TEC-AC-10001772,63.88,4,0.0,24.9132,4,15.97,9.74,39.0,1,No Discount (0%)
457,US-2014-110674,2014-02-12,2014-02-18,Standard Class,SC-20095,94521,FUR-CH-10000225,129.568,2,0.2,-24.294,6,64.78,76.93,-18.75,0,Low Discount (1-20%)
458,US-2016-157945,2016-09-26,2016-10-01,Standard Class,NF-18385,62521,FUR-CH-10002331,747.558,3,0.3,-96.1146,5,249.19,281.22,-12.86,0,Medium Discount (21-50%)
459,US-2016-157945,2016-09-26,2016-10-01,Standard Class,NF-18385,62521,OFF-EN-10001415,8.928,2,0.2,3.348,5,4.46,2.79,37.5,1,Low Discount (1-20%)
460,CA-2015-109638,2015-12-15,2015-12-22,Standard Class,JH-15985,98115,OFF-AP-10002472,103.92,4,0.0,36.372,7,25.98,16.89,35.0,1,No Discount (0%)
461,CA-2015-109638,2015-12-15,2015-12-22,Standard Class,JH-15985,98115,TEC-AC-10004571,899.91,9,0.0,377.9622,7,99.99,57.99,42.0,1,No Discount (0%)
462,CA-2015-109638,2015-12-15,2015-12-22,Standard Class,JH-15985,98115,OFF-BI-10001098,51.312,3,0.2,18.6006,7,17.1,10.9,36.25,1,Low Discount (1-20%)
463,CA-2016-109869,2016-04-22,2016-04-29,Standard Class,TN-21040,85023,FUR-FU-10000023,23.56,5,0.2,7.068,7,4.71,3.3,30.0,1,Low Discount (1-20%)
464,CA-2016-109869,2016-04-22,2016-04-29,Standard Class,TN-21040,85023,FUR-TA-10001889,1272.63,6,0.5,-814.4832,7,212.1,347.85,-64.0,0,Medium Discount (21-50%)
465,CA-2016-109869,2016-04-22,2016-04-29,Standard Class,TN-21040,85023,OFF-BI-10000315,28.485,5,0.7,-20.889,7,5.7,9.87,-73.33,0,High Discount (>50%)
466,CA-2016-109869,2016-04-22,2016-04-29,Standard Class,TN-21040,85023,OFF-SU-10003505,185.376,2,0.2,-34.758,7,92.69,110.07,-18.75,0,Low Discount (1-20%)
467,CA-2016-109869,2016-04-22,2016-04-29,Standard Class,TN-21040,85023,OFF-AP-10002578,78.272,2,0.2,5.8704,7,39.14,36.2,7.5,1,Low Discount (1-20%)
468,US-2015-101399,2015-01-17,2015-01-24,Standard Class,JS-15940,60068,FUR-FU-10002918,254.744,7,0.6,-312.0614,7,36.39,80.97,-122.5,0,High Discount (>50%)
469,CA-2017-154907,2017-03-31,2017-04-04,Standard Class,DS-13180,79109,FUR-BO-10002824,205.3328,2,0.32,-36.2352,4,102.67,120.78,-17.65,0,Medium Discount (21-50%)
470,US-2016-100419,2016-12-16,2016-12-20,Second Class,CC-12670,60610,OFF-BI-10002194,4.788,3,0.8,-7.9002,4,1.6,4.23,-165.0,0,High Discount (>50%)
471,CA-2015-154144,2015-12-20,2015-12-24,Standard Class,MH-17785,11757,OFF-PA-10004071,55.48,1,0.0,26.6304,4,55.48,28.85,48.0,1,No Discount (0%)
472,CA-2014-144666,2014-11-09,2014-11-11,Second Class,JP-15520,94110,OFF-ST-10002743,340.92,3,0.0,3.4092,2,113.64,112.5,1.0,1,No Discount (0%)
473,CA-2014-144666,2014-11-09,2014-11-11,Second Class,JP-15520,94110,FUR-BO-10001601,222.666,2,0.15,10.4784,2,111.33,106.09,4.71,1,Low Discount (1-20%)
474,CA-2014-144666,2014-11-09,2014-11-11,Second Class,JP-15520,94110,TEC-PH-10002680,703.968,4,0.2,87.996,2,175.99,153.99,12.5,1,Low Discount (1-20%)
475,CA-2014-144666,2014-11-09,2014-11-11,Second Class,JP-15520,94110,OFF-ST-10001321,92.52,6,0.0,24.9804,2,15.42,11.26,27.0,1,No Discount (0%)
476,CA-2014-144666,2014-11-09,2014-11-11,Second Class,JP-15520,94110,OFF-PA-10001509,62.65,7,0.0,28.819,2,8.95,4.83,46.0,1,No Discount (0%)
477,CA-2014-144666,2014-11-09,2014-11-11,Second Class,JP-15520,94110,OFF-PA-10003465,94.85,5,0.0,45.528,2,18.97,9.86,48.0,1,No Discount (0%)
478,CA-2016-103891,2016-07-12,2016-07-19,Standard Class,KH-16690,90008,TEC-PH-10000149,95.76,6,0.2,7.182,7,15.96,14.76,7.5,1,Low Discount (1-20%)
479,CA-2016-152632,2016-10-27,2016-11-02,Standard Class,JE-15475,12180,FUR-FU-10002671,40.2,3,0.0,19.296,6,13.4,6.97,48.0,1,No Discount (0%)
480,CA-2016-100790,2016-06-26,2016-07-02,Standard Class,JG-15805,10024,OFF-AR-10003045,14.7,5,0.0,6.615,6,2.94,1.62,45.0,1,No Discount (0%)
481,CA-2016-100790,2016-06-26,2016-07-02,Standard Class,JG-15805,10024,OFF-ST-10000689,704.25,5,0.0,84.51,6,140.85,123.95,12.0,1,No Discount (0%)
482,CA-2014-134677,2014-10-06,2014-10-10,Standard Class,XP-21865,92024,TEC-AC-10001445,9.09,3,0.0,1.9089,4,3.03,2.39,21.0,1,No Discount (0%)
483,CA-2014-127691,2014-07-22,2014-07-27,Standard Class,EM-14065,10024,OFF-AR-10002053,5.96,2,0.0,1.6688,5,2.98,2.15,28.0,1,No Discount (0%)
484,CA-2014-127691,2014-07-22,2014-07-27,Standard Class,EM-14065,10024,TEC-AC-10002567,159.98,2,0.0,57.5928,5,79.99,51.19,36.0,1,No Discount (0%)
485,CA-2017-140963,2017-06-10,2017-06-13,First Class,MT-18070,90045,OFF-LA-10003923,29.6,2,0.0,14.8,3,14.8,7.4,50.0,1,No Discount (0%)
486,CA-2017-140963,2017-06-10,2017-06-13,First Class,MT-18070,90045,FUR-BO-10001337,514.165,5,0.15,-30.245,3,102.83,108.88,-5.88,0,Low Discount (1-20%)
487,CA-2017-140963,2017-06-10,2017-06-13,First Class,MT-18070,90045,TEC-PH-10001924,279.96,5,0.2,17.4975,3,55.99,52.49,6.25,1,Low Discount (1-20%)
488,CA-2014-154627,2014-10-29,2014-10-31,First Class,SA-20830,60610,TEC-PH-10001363,2735.952,6,0.2,341.994,2,455.99,398.99,12.5,1,Low Discount (1-20%)
489,CA-2014-133753,2014-06-09,2014-06-13,Second Class,CW-11905,77340,TEC-PH-10000376,7.992,1,0.2,0.5994,4,7.99,7.39,7.5,1,Low Discount (1-20%)
490,CA-2014-133753,2014-06-09,2014-06-13,Second Class,CW-11905,77340,TEC-AC-10000303,63.984,2,0.2,10.3974,4,31.99,26.79,16.25,1,Low Discount (1-20%)
491,CA-2014-133753,2014-06-09,2014-06-13,Second Class,CW-11905,77340,OFF-AR-10001953,70.368,2,0.2,6.1572,4,35.18,32.11,8.75,1,Low Discount (1-20%)
492,CA-2014-113362,2014-09-14,2014-09-19,Standard Class,AJ-10960,14609,OFF-ST-10001809,449.15,5,0.0,8.983,5,89.83,88.03,2.0,1,No Discount (0%)
493,CA-2014-113362,2014-09-14,2014-09-19,Standard Class,AJ-10960,14609,OFF-EN-10003845,11.07,3,0.0,5.0922,5,3.69,1.99,46.0,1,No Discount (0%)
494,CA-2016-169166,2016-05-09,2016-05-14,Standard Class,SS-20590,98115,TEC-AC-10000991,93.98,2,0.0,13.1572,5,46.99,40.41,14.0,1,No Discount (0%)
495,US-2016-120929,2016-03-18,2016-03-21,Second Class,RO-19780,38109,FUR-TA-10001857,189.882,3,0.4,-94.941,3,63.29,94.94,-50.0,0,Medium Discount (21-50%)
496,CA-2015-134782,2015-12-27,2015-12-31,Standard Class,MD-17350,72701,OFF-EN-10001434,105.42,2,0.0,51.6558,4,52.71,26.88,49.0,1,No Discount (0%)
497,CA-2016-126158,2016-07-25,2016-07-31,Standard Class,SC-20095,92627,OFF-BI-10002498,119.616,8,0.2,40.3704,6,14.95,9.91,33.75,1,Low Discount (1-20%)
498,CA-2016-126158,2016-07-25,2016-07-31,Standard Class,SC-20095,92627,FUR-FU-10004864,255.76,4,0.0,81.8432,6,63.94,43.48,32.0,1,No Discount (0%)
499,CA-2016-126158,2016-07-25,2016-07-31,Standard Class,SC-20095,92627,FUR-CH-10002602,241.568,2,0.2,18.1176,6,120.78,111.73,7.5,1,Low Discount (1-20%)
500,CA-2016-126158,2016-07-25,2016-07-31,Standard Class,SC-20095,92627,FUR-FU-10000073,69.3,9,0.0,22.869,6,7.7,5.16,33.0,1,No Discount (0%)
501,US-2016-105578,2016-05-30,2016-06-04,Standard Class,MY-17380,80134,OFF-BI-10001670,22.62,2,0.7,-15.08,5,11.31,18.85,-66.67,0,High Discount (>50%)
502,US-2016-105578,2016-05-30,2016-06-04,Standard Class,MY-17380,80134,OFF-BI-10001658,14.952,2,0.7,-11.9616,5,7.48,13.46,-80.0,0,High Discount (>50%)
503,US-2016-105578,2016-05-30,2016-06-04,Standard Class,MY-17380,80134,FUR-CH-10001215,801.568,2,0.2,50.098,5,400.78,375.74,6.25,1,Low Discount (1-20%)
504,US-2016-105578,2016-05-30,2016-06-04,Standard Class,MY-17380,80134,OFF-BI-10000831,2.376,3,0.7,-1.9008,5,0.79,1.43,-80.0,0,High Discount (>50%)
505,US-2016-105578,2016-05-30,2016-06-04,Standard Class,MY-17380,80134,OFF-PA-10000357,32.792,1,0.2,11.8871,5,32.79,20.9,36.25,1,Low Discount (1-20%)
506,CA-2017-134978,2017-11-12,2017-11-15,Second Class,EB-13705,10024,OFF-BI-10003274,15.92,5,0.2,5.373,3,3.18,2.11,33.75,1,Low Discount (1-20%)
507,CA-2015-145352,2015-03-16,2015-03-22,Standard Class,CM-12385,30318,OFF-AR-10001662,2.74,1,0.0,0.7398,6,2.74,2.0,27.0,1,No Discount (0%)
508,CA-2015-145352,2015-03-16,2015-03-22,Standard Class,CM-12385,30318,OFF-AR-10003856,8.34,3,0.0,2.1684,6,2.78,2.06,26.0,1,No Discount (0%)
509,CA-2015-145352,2015-03-16,2015-03-22,Standard Class,CM-12385,30318,OFF-ST-10001228,46.74,3,0.0,11.685,6,15.58,11.68,25.0,1,No Discount (0%)
510,CA-2015-145352,2015-03-16,2015-03-22,Standard Class,CM-12385,30318,OFF-BI-10003527,6354.95,5,0.0,3177.475,6,1270.99,635.5,50.0,1,No Discount (0%)
511,CA-2017-135307,2017-11-26,2017-11-27,First Class,LS-17245,64118,FUR-FU-10001290,126.3,3,0.0,40.416,1,42.1,28.63,32.0,1,No Discount (0%)
512,CA-2017-135307,2017-11-26,2017-11-27,First Class,LS-17245,64118,TEC-AC-10002399,38.04,2,0.0,12.1728,1,19.02,12.93,32.0,1,No Discount (0%)
513,CA-2016-106341,2016-10-20,2016-10-23,First Class,LF-17185,43055,OFF-AR-10002053,7.152,3,0.2,0.7152,3,2.38,2.15,10.0,1,Low Discount (1-20%)
514,CA-2017-163405,2017-12-21,2017-12-25,Standard Class,BN-11515,90049,OFF-AR-10003811,6.63,3,0.0,1.7901,4,2.21,1.61,27.0,1,No Discount (0%)
515,CA-2017-163405,2017-12-21,2017-12-25,Standard Class,BN-11515,90049,OFF-AR-10001246,5.88,2,0.0,1.7052,4,2.94,2.09,29.0,1,No Discount (0%)
516,CA-2017-127432,2017-01-22,2017-01-27,Standard Class,AD-10180,59405,TEC-CO-10003236,2999.95,5,0.0,1379.977,5,599.99,323.99,46.0,1,No Discount (0%)
517,CA-2017-127432,2017-01-22,2017-01-27,Standard Class,AD-10180,59405,OFF-ST-10004507,51.45,3,0.0,13.8915,5,17.15,12.52,27.0,1,No Discount (0%)
518,CA-2017-127432,2017-01-22,2017-01-27,Standard Class,AD-10180,59405,OFF-PA-10001667,11.96,2,0.0,5.382,5,5.98,3.29,45.0,1,No Discount (0%)
519,CA-2017-127432,2017-01-22,2017-01-27,Standard Class,AD-10180,59405,OFF-ST-10004459,1126.02,3,0.0,56.301,5,375.34,356.57,5.0,1,No Discount (0%)
520,CA-2015-157812,2015-03-22,2015-03-26,Standard Class,DB-13210,77041,TEC-AC-10000171,18.392,1,0.2,5.2877,4,18.39,13.1,28.75,1,Low Discount (1-20%)
521,CA-2015-157812,2015-03-22,2015-03-26,Standard Class,DB-13210,77041,OFF-ST-10000736,129.568,2,0.2,-25.9136,4,64.78,77.74,-20.0,0,Low Discount (1-20%)
522,CA-2015-157812,2015-03-22,2015-03-26,Standard Class,DB-13210,77041,OFF-BI-10000285,14.112,9,0.8,-21.168,4,1.57,3.92,-150.0,0,High Discount (>50%)
523,CA-2017-145142,2017-01-23,2017-01-25,First Class,MC-17605,48234,FUR-TA-10001857,210.98,2,0.0,21.098,2,105.49,94.94,10.0,1,No Discount (0%)
524,US-2016-139486,2016-05-21,2016-05-23,First Class,LH-17155,90032,TEC-PH-10003555,55.176,3,0.2,-12.4146,2,18.39,22.53,-22.5,0,Low Discount (1-20%)
525,US-2016-139486,2016-05-21,2016-05-23,First Class,LH-17155,90032,TEC-AC-10003832,66.26,2,0.0,27.1666,2,33.13,19.55,41.0,1,No Discount (0%)
526,CA-2015-158792,2015-12-26,2016-01-02,Standard Class,BD-11605,01841,OFF-FA-10002815,22.2,5,0.0,10.434,7,4.44,2.35,47.0,1,No Discount (0%)
527,CA-2017-113558,2017-10-21,2017-10-26,Standard Class,PH-18790,33801,FUR-CH-10003379,683.952,3,0.2,42.747,5,227.98,213.74,6.25,1,Low Discount (1-20%)
528,CA-2017-113558,2017-10-21,2017-10-26,Standard Class,PH-18790,33801,FUR-FU-10001756,45.696,3,0.2,5.1408,5,15.23,13.52,11.25,1,Low Discount (1-20%)
529,US-2015-138303,2015-09-03,2015-09-07,Standard Class,MG-18145,19134,OFF-ST-10004963,36.336,3,0.2,-7.2672,4,12.11,14.53,-20.0,0,Low Discount (1-20%)
530,US-2015-138303,2015-09-03,2015-09-07,Standard Class,MG-18145,19134,OFF-SU-10002881,666.248,1,0.2,-149.9058,4,666.25,816.15,-22.5,0,Low Discount (1-20%)
531,US-2015-138303,2015-09-03,2015-09-07,Standard Class,MG-18145,19134,OFF-EN-10001335,52.512,6,0.2,19.692,4,8.75,5.47,37.5,1,Low Discount (1-20%)
532,CA-2015-102848,2015-11-07,2015-11-09,Second Class,KB-16240,90036,FUR-CH-10000595,190.72,1,0.2,11.92,2,190.72,178.8,6.25,1,Low Discount (1-20%)
533,US-2017-129441,2017-09-07,2017-09-11,Standard Class,JC-15340,90032,FUR-FU-10000448,47.94,3,0.0,2.397,4,15.98,15.18,5.0,1,No Discount (0%)
534,CA-2016-168753,2016-05-29,2016-06-01,Second Class,RL-19615,36116,TEC-PH-10000984,979.95,5,0.0,274.386,3,195.99,141.11,28.0,1,No Discount (0%)
535,CA-2016-168753,2016-05-29,2016-06-01,Second Class,RL-19615,36116,OFF-BI-10002557,22.75,5,0.0,11.375,3,4.55,2.28,50.0,1,No Discount (0%)
536,CA-2016-126613,2016-07-10,2016-07-16,Standard Class,AA-10375,85204,OFF-ST-10001325,16.768,2,0.2,1.4672,6,8.38,7.65,8.75,1,Low Discount (1-20%)
537,US-2017-122637,2017-09-03,2017-09-08,Second Class,EP-13915,60653,OFF-BI-10002429,42.616,7,0.8,-68.1856,5,6.09,15.83,-160.0,0,High Discount (>50%)
538,CA-2015-147851,2015-12-03,2015-12-08,Standard Class,MP-17470,10009,OFF-BI-10004528,10.752,4,0.2,3.36,5,2.69,1.85,31.25,1,Low Discount (1-20%)
