row_id,order_id,order_date,ship_date,ship_mode,customer_id,postal_code,product_id,sales,quantity,discount,profit,shipping_days,profit_margin,ship_mode_id,order_date_key,ship_date_key
1854,CA-2015-160472,2015-07-20,2015-07-25,Second Class,RK-19300,46614,OFF-PA-10003129,97.82,2,0.0,45.9754,5,0.47,3,20150720,20150725
1855,CA-2015-160472,2015-07-20,2015-07-25,Second Class,RK-19300,46614,OFF-ST-10003442,141.4,5,0.0,38.178,5,0.27,3,20150720,20150725
1856,CA-2014-114643,2014-06-13,2014-06-17,Standard Class,FM-14215,90032,OFF-AR-10003631,14.52,3,0.0,4.7916,4,0.33,4,20140613,20140617
1857,US-2017-158218,2017-05-12,2017-05-15,Second Class,AC-10420,77041,OFF-ST-10000563,127.92,5,0.2,-15.99,3,-0.125,3,20170512,20170515
1858,US-2017-158218,2017-05-12,2017-05-15,Second Class,AC-10420,77041,OFF-BI-10002133,34.24,4,0.8,-53.072,3,-1.55,3,20170512,20170515
1859,CA-2015-121608,2015-09-03,2015-09-05,First Class,JB-15400,06010,OFF-AP-10002311,137.62,2,0.0,60.5528,2,0.44,2,20150903,20150905
1860,CA-2015-121608,2015-09-03,2015-09-05,First Class,JB-15400,06010,TEC-PH-10004959,100.49,1,0.0,25.1225,2,0.25,2,20150903,20150905
1861,US-2017-121251,2017-03-26,2017-03-27,First Class,GM-14440,10009,FUR-BO-10001918,257.568,2,0.2,-28.9764,1,-0.1125,2,20170326,20170327
1862,US-2017-121251,2017-03-26,2017-03-27,First Class,GM-14440,10009,TEC-PH-10004896,119.96,4,0.0,33.5888,1,0.28,2,20170326,20170327
1863,CA-2014-151078,2014-11-12,2014-11-12,Same Day,RF-19840,78207,OFF-ST-10001328,49.632,4,0.2,4.9632,0,0.1,1,20141112,20141112
1864,US-2016-100839,2016-10-13,2016-10-17,Standard Class,NC-18625,80013,FUR-TA-10004575,727.45,5,0.5,-465.568,4,-0.64,4,20161013,20161017
1865,US-2016-100839,2016-10-13,2016-10-17,Standard Class,NC-18625,80013,FUR-FU-10001617,24.96,3,0.2,4.368,4,0.175,4,20161013,20161017
1866,US-2017-116659,2017-11-12,2017-11-12,Same Day,NG-18355,43055,TEC-PH-10002824,370.782,3,0.4,-92.6955,0,-0.25,1,20171112,20171112
1867,CA-2017-118857,2017-04-15,2017-04-18,First Class,AH-10075,89015,FUR-FU-10004460,196.45,5,0.0,70.722,3,0.36,2,20170415,20170418
1868,CA-2015-127110,2015-06-25,2015-07-01,Standard Class,CH-12070,19143,OFF-PA-10003309,31.104,6,0.2,10.8864,6,0.35,4,20150625,20150701
1869,CA-2015-127110,2015-06-25,2015-07-01,Standard Class,CH-12070,19143,OFF-ST-10002554,78.256,2,0.2,-17.6076,6,-0.225,4,20150625,20150701
1870,CA-2016-148201,2016-08-26,2016-08-29,Second Class,CC-12145,98103,OFF-PA-10000019,6.48,1,0.0,3.1104,3,0.48,3,20160826,20160829
1871,CA-2014-116932,2014-07-21,2014-07-25,Standard Class,ME-18010,94122,OFF-AR-10002067,99.2,5,0.0,25.792,4,0.26,4,20140721,20140725
1872,CA-2014-116932,2014-07-21,2014-07-25,Standard Class,ME-18010,94122,FUR-CH-10001215,801.568,2,0.2,50.098,4,0.0625,4,20140721,20140725
1873,CA-2014-116932,2014-07-21,2014-07-25,Standard Class,ME-18010,94122,FUR-TA-10004175,272.848,1,0.2,27.2848,4,0.1,4,20140721,20140725
1874,CA-2017-142888,2017-11-21,2017-11-25,Standard Class,BP-11230,99207,FUR-TA-10004767,70.98,1,0.0,20.5842,4,0.29,4,20171121,20171125
1875,CA-2014-147914,2014-06-04,2014-06-09,Standard Class,MP-17470,43229,OFF-PA-10001685,16.224,2,0.2,5.8812,5,0.3625,4,20140604,20140609
1876,US-2016-112977,2016-03-10,2016-03-16,Standard Class,CJ-12010,11561,FUR-BO-10003272,176.784,1,0.2,-22.098,6,-0.125,4,20160310,20160316
1877,CA-2017-112039,2017-03-25,2017-03-29,Standard Class,JC-15775,78207,TEC-PH-10000984,470.376,3,0.2,47.0376,4,0.1,4,20170325,20170329
1878,CA-2017-118885,2017-12-29,2018-01-02,Standard Class,JG-15160,90049,FUR-CH-10002880,393.568,4,0.2,-44.2764,4,-0.1125,4,20171229,20180102
1879,CA-2017-118885,2017-12-29,2018-01-02,Standard Class,JG-15160,90049,TEC-PH-10002563,302.376,3,0.2,22.6782,4,0.075,4,20171229,20180102
1880,US-2017-166611,2017-03-28,2017-04-02,Standard Class,CK-12760,32216,OFF-BI-10001191,68.742,9,0.7,-48.1194,5,-0.7,4,20170328,20170402
1881,CA-2015-109512,2015-03-05,2015-03-05,Same Day,LF-17185,10011,OFF-EN-10002621,29.34,3,0.0,14.67,0,0.5,1,20150305,20150305
1882,CA-2015-109512,2015-03-05,2015-03-05,Same Day,LF-17185,10011,FUR-CH-10001146,383.607,7,0.1,63.9345,0,0.1667,1,20150305,20150305
1883,CA-2015-109512,2015-03-05,2015-03-05,Same Day,LF-17185,10011,OFF-ST-10000689,563.4,4,0.0,67.608,0,0.12,1,20150305,20150305
1884,CA-2016-118570,2016-11-13,2016-11-17,Standard Class,CC-12430,19143,OFF-PA-10001289,217.056,7,0.2,78.6828,4,0.3625,4,20161113,20161117
1885,CA-2017-154718,2017-01-19,2017-01-23,Second Class,DL-12865,76248,OFF-LA-10003714,6.0,2,0.2,2.1,4,0.35,3,20170119,20170123
1886,CA-2016-147578,2016-04-22,2016-04-26,Second Class,PG-18895,94122,FUR-FU-10001889,31.56,3,0.0,10.4148,4,0.33,3,20160422,20160426
1887,CA-2014-140165,2014-05-13,2014-05-15,First Class,EH-14005,33012,OFF-FA-10002815,7.104,2,0.2,2.3976,2,0.3375,2,20140513,20140515
1888,CA-2014-140165,2014-05-13,2014-05-15,First Class,EH-14005,33012,OFF-BI-10004519,398.352,8,0.7,-331.96,2,-0.8333,2,20140513,20140515
1889,CA-2014-142587,2014-10-21,2014-10-22,First Class,TB-21520,45014,OFF-AP-10004708,121.792,4,0.2,13.7016,1,0.1125,2,20141021,20141022
1890,CA-2014-142587,2014-10-21,2014-10-22,First Class,TB-21520,45014,FUR-TA-10000617,409.59,3,0.4,-122.877,1,-0.3,2,20141021,20141022
1891,CA-2014-157623,2014-03-14,2014-03-18,Standard Class,DK-13225,92646,OFF-PA-10001204,10.56,2,0.0,4.752,4,0.45,4,20140314,20140318
1892,CA-2014-157623,2014-03-14,2014-03-18,Standard Class,DK-13225,92646,OFF-AR-10003723,3.38,1,0.0,1.2506,4,0.37,4,20140314,20140318
1893,CA-2017-145310,2017-12-22,2017-12-24,Second Class,JP-15520,32127,OFF-EN-10002621,7.824,1,0.2,2.934,2,0.375,3,20171222,20171224
1894,CA-2016-100083,2016-11-24,2016-11-29,Standard Class,CD-11980,97504,OFF-PA-10000241,24.784,1,0.2,7.745,5,0.3125,4,20161124,20161129
1895,US-2017-108063,2017-12-02,2017-12-05,First Class,AS-10090,22901,OFF-AR-10001446,34.65,3,0.0,10.395,3,0.3,2,20171202,20171205
1896,CA-2015-109197,2015-12-31,2016-01-04,Standard Class,JO-15280,59801,OFF-BI-10004632,487.984,2,0.2,152.495,4,0.3125,4,20151231,20160104
1897,CA-2017-141789,2017-10-03,2017-10-06,First Class,AC-10450,55407,OFF-BI-10001359,1793.98,2,0.0,843.1706,3,0.47,2,20171003,20171006
1898,CA-2014-169775,2014-08-29,2014-09-02,Second Class,RA-19945,33178,OFF-EN-10001749,29.808,2,0.2,10.8054,4,0.3625,3,20140829,20140902
1899,CA-2014-169775,2014-08-29,2014-09-02,Second Class,RA-19945,33178,OFF-BI-10004390,505.176,4,0.7,-336.784,4,-0.6667,3,20140829,20140902
1900,CA-2014-169775,2014-08-29,2014-09-02,Second Class,RA-19945,33178,FUR-TA-10001857,174.0585,3,0.45,-110.7645,4,-0.6364,3,20140829,20140902
1901,CA-2016-140543,2016-06-29,2016-07-03,Second Class,Co-12640,29501,OFF-ST-10000563,191.88,6,0.0,19.188,4,0.1,3,20160629,20160703
1902,CA-2016-151141,2016-08-20,2016-08-23,First Class,DW-13480,48205,TEC-PH-10004924,14.78,2,0.0,3.9906,3,0.27,2,20160820,20160823
1903,CA-2017-167094,2017-10-21,2017-10-22,First Class,DK-12835,97477,OFF-PA-10003953,5.184,1,0.2,1.8144,1,0.35,2,20171021,20171022
1904,CA-2017-167094,2017-10-21,2017-10-22,First Class,DK-12835,97477,FUR-CH-10000155,478.48,2,0.2,47.848,1,0.1,2,20171021,20171022
1905,CA-2017-167094,2017-10-21,2017-10-22,First Class,DK-12835,97477,TEC-AC-10003116,28.4,2,0.2,6.745,1,0.2375,2,20171021,20171022
1906,CA-2017-154410,2017-10-21,2017-10-24,First Class,MD-17860,46203,OFF-ST-10002743,909.12,8,0.0,9.0912,3,0.01,2,20171021,20171024
1907,US-2016-150567,2016-05-17,2016-05-21,Standard Class,RP-19855,32712,OFF-BI-10001757,2.952,2,0.7,-2.1648,4,-0.7333,4,20160517,20160521
1908,US-2016-150567,2016-05-17,2016-05-21,Standard Class,RP-19855,32712,OFF-BI-10000069,27.018,6,0.7,-21.6144,4,-0.8,4,20160517,20160521
1909,CA-2015-157959,2015-02-03,2015-02-04,First Class,RW-19540,90008,FUR-FU-10004093,136.92,4,0.0,41.076,1,0.3,2,20150203,20150204
1910,CA-2017-105886,2017-12-18,2017-12-23,Standard Class,DB-13660,11572,FUR-FU-10001037,18.96,2,0.0,8.532,5,0.45,4,20171218,20171223
1911,CA-2016-105963,2016-11-15,2016-11-22,Standard Class,SC-20770,90008,TEC-AC-10003832,99.39,3,0.0,40.7499,7,0.41,4,20161115,20161122
1912,CA-2017-121503,2017-07-03,2017-07-06,Second Class,FH-14275,77041,OFF-PA-10001878,273.896,7,0.2,92.4399,3,0.3375,3,20170703,20170706
1913,CA-2017-121503,2017-07-03,2017-07-06,Second Class,FH-14275,77041,TEC-MA-10003674,597.132,3,0.4,49.761,3,0.0833,3,20170703,20170706
1914,CA-2014-103366,2014-01-15,2014-01-17,First Class,EH-13990,30076,TEC-AC-10003628,149.95,5,0.0,65.978,2,0.44,2,20140115,20140117
1915,CA-2017-124597,2017-04-30,2017-05-05,Standard Class,AS-10630,33437,OFF-LA-10003190,4.608,2,0.2,1.6704,5,0.3625,4,20170430,20170505
1916,CA-2017-124597,2017-04-30,2017-05-05,Standard Class,AS-10630,33437,OFF-AR-10002280,15.528,3,0.2,4.8525,5,0.3125,4,20170430,20170505
1917,CA-2017-124597,2017-04-30,2017-05-05,Standard Class,AS-10630,33437,OFF-LA-10001569,11.952,3,0.2,3.8844,5,0.325,4,20170430,20170505
1918,CA-2015-105634,2015-11-08,2015-11-14,Standard Class,HA-14905,02038,OFF-AR-10001573,11.65,5,0.0,3.3785,6,0.29,4,20151108,20151114
1919,CA-2015-123673,2015-10-30,2015-11-01,Second Class,CH-12070,48227,TEC-PH-10001809,299.9,2,0.0,74.975,2,0.25,3,20151030,20151101
1920,US-2017-111423,2017-08-17,2017-08-19,First Class,EH-13765,13601,OFF-BI-10003091,895.92,5,0.2,302.373,2,0.3375,2,20170817,20170819
1921,US-2017-111423,2017-08-17,2017-08-19,First Class,EH-13765,13601,FUR-CH-10003981,462.564,2,0.1,97.6524,2,0.2111,2,20170817,20170819
1922,CA-2015-125178,2015-10-03,2015-10-09,Standard Class,MZ-17515,19601,OFF-ST-10002562,15.008,2,0.2,1.5008,6,0.1,4,20151003,20151009
1923,CA-2016-156685,2016-07-08,2016-07-10,Second Class,SC-20230,76017,TEC-PH-10004345,863.64,9,0.2,107.955,2,0.125,3,20160708,20160710
1924,CA-2016-156685,2016-07-08,2016-07-10,Second Class,SC-20230,76017,OFF-AR-10000588,47.616,3,0.2,3.5712,2,0.075,3,20160708,20160710
1925,CA-2017-126865,2017-12-05,2017-12-07,Second Class,NP-18325,92024,OFF-PA-10003039,92.94,3,0.0,41.823,2,0.45,3,20171205,20171207
1926,CA-2017-102834,2017-03-09,2017-03-13,Standard Class,LW-16990,94110,TEC-AC-10001908,199.98,2,0.0,69.993,4,0.35,4,20170309,20170313
1927,US-2016-139710,2016-06-09,2016-06-15,Standard Class,GM-14680,90045,TEC-PH-10001198,177.48,3,0.2,19.9665,6,0.1125,4,20160609,20160615
1928,CA-2017-121538,2017-11-28,2017-12-01,First Class,RH-19495,80219,OFF-PA-10004071,88.768,2,0.2,31.0688,3,0.35,2,20171128,20171201
1929,US-2017-101539,2017-03-16,2017-03-18,Second Class,VM-21685,98105,OFF-PA-10001972,6.48,1,0.0,3.1104,2,0.48,3,20170316,20170318
1930,US-2017-101539,2017-03-16,2017-03-18,Second Class,VM-21685,98105,OFF-ST-10004180,46.51,1,0.0,1.8604,2,0.04,3,20170316,20170318
1931,US-2017-101539,2017-03-16,2017-03-18,Second Class,VM-21685,98105,TEC-PH-10004165,659.976,3,0.2,49.4982,2,0.075,3,20170316,20170318
1932,CA-2016-152121,2016-11-27,2016-11-29,Second Class,CC-12670,85254,TEC-PH-10002483,271.992,1,0.2,23.7993,2,0.0875,3,20161127,20161129
1933,CA-2017-161200,2017-08-06,2017-08-10,Second Class,SV-20365,70506,FUR-BO-10000468,145.74,3,0.0,23.3184,4,0.16,3,20170806,20170810
1934,CA-2017-161200,2017-08-06,2017-08-10,Second Class,SV-20365,70506,FUR-FU-10001706,15.4,5,0.0,7.392,4,0.48,3,20170806,20170810
1935,CA-2017-101245,2017-11-27,2017-12-03,Standard Class,LW-16990,94109,OFF-PA-10003129,244.55,5,0.0,114.9385,6,0.47,4,20171127,20171203
1936,CA-2017-101245,2017-11-27,2017-12-03,Standard Class,LW-16990,94109,TEC-AC-10001284,166.16,8,0.0,59.8176,6,0.36,4,20171127,20171203
1937,CA-2015-141768,2015-05-25,2015-05-27,Second Class,NP-18685,94109,FUR-FU-10002268,14.73,3,0.0,4.8609,2,0.33,3,20150525,20150527
1938,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,JE-15715,80020,OFF-BI-10002082,19.968,2,0.7,-13.312,4,-0.6667,4,20160708,20160712
1939,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,JE-15715,80020,OFF-ST-10001505,33.488,7,0.2,-1.2558,4,-0.0375,4,20160708,20160712
1940,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,JE-15715,80020,OFF-BI-10001634,8.736,4,0.7,-6.1152,4,-0.7,4,20160708,20160712
1941,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,JE-15715,80020,FUR-CH-10004287,662.88,3,0.2,74.574,4,0.1125,4,20160708,20160712
1942,CA-2017-144064,2017-08-29,2017-09-01,First Class,CP-12085,62301,OFF-LA-10004544,47.36,4,0.2,17.76,3,0.375,2,20170829,20170901
1943,CA-2017-144064,2017-08-29,2017-09-01,First Class,CP-12085,62301,OFF-ST-10004507,27.44,2,0.2,2.401,3,0.0875,2,20170829,20170901
1944,CA-2017-144064,2017-08-29,2017-09-01,First Class,CP-12085,62301,OFF-BI-10002012,3.24,9,0.8,-5.184,3,-1.6,2,20170829,20170901
1945,CA-2016-108581,2016-06-20,2016-06-26,Standard Class,EA-14035,75007,TEC-AC-10001109,95.968,4,0.2,26.3912,6,0.275,4,20160620,20160626
1946,CA-2016-108581,2016-06-20,2016-06-26,Standard Class,EA-14035,75007,OFF-PA-10000809,10.368,2,0.2,3.6288,6,0.35,4,20160620,20160626
1947,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,10009,OFF-AR-10000658,23.1,2,0.0,6.468,4,0.28,4,20170902,20170906
1948,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,10009,FUR-FU-10001196,11.54,2,0.0,3.462,4,0.3,4,20170902,20170906
1949,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,10009,FUR-TA-10001889,254.526,1,0.4,-93.3262,4,-0.3667,4,20170902,20170906
1950,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,10009,OFF-AP-10000358,12.98,1,0.0,3.7642,4,0.29,4,20170902,20170906
1951,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,10009,OFF-BI-10004970,26.432,8,0.2,8.9208,4,0.3375,4,20170902,20170906
1952,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,10009,TEC-PH-10003885,197.97,3,0.0,57.4113,4,0.29,4,20170902,20170906
1953,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,10009,OFF-LA-10001641,18.9,6,0.0,9.072,4,0.48,4,20170902,20170906
1954,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,10009,FUR-CH-10003379,1282.41,5,0.1,213.735,4,0.1667,4,20170902,20170906
1955,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,10009,OFF-AR-10004582,4.92,3,0.0,2.214,4,0.45,4,20170902,20170906
1956,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,10009,TEC-AC-10002842,238.0,2,0.0,38.08,4,0.16,4,20170902,20170906
1957,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,10009,TEC-AC-10000109,167.97,3,0.0,40.3128,4,0.24,4,20170902,20170906
1958,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,10009,OFF-PA-10003893,17.12,4,0.0,7.704,4,0.45,4,20170902,20170906
1959,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,65807,OFF-BI-10003669,16.2,3,0.0,7.776,5,0.48,3,20170910,20170915
1960,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,65807,OFF-AP-10004785,33.99,3,0.0,14.6157,5,0.43,3,20170910,20170915
1961,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,65807,TEC-AC-10003023,296.85,5,0.0,53.433,5,0.18,3,20170910,20170915
1962,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,65807,TEC-AC-10002217,112.8,6,0.0,6.768,5,0.06,3,20170910,20170915
1963,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,65807,OFF-BI-10002954,13.71,3,0.0,6.5808,5,0.48,3,20170910,20170915
1964,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,65807,OFF-PA-10002586,24.9,5,0.0,11.703,5,0.47,3,20170910,20170915
1965,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,65807,OFF-ST-10000025,286.29,3,0.0,17.1774,5,0.06,3,20170910,20170915
1966,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,65807,OFF-AP-10003281,24.18,2,0.0,7.254,5,0.3,3,20170910,20170915
1967,CA-2017-165841,2017-12-21,2017-12-28,Standard Class,DB-13210,07501,TEC-PH-10002103,281.97,3,0.0,78.9516,7,0.28,4,20171221,20171228
1968,CA-2017-165841,2017-12-21,2017-12-28,Standard Class,DB-13210,07501,OFF-SU-10000898,69.5,5,0.0,20.155,7,0.29,4,20171221,20171228
1969,CA-2017-165841,2017-12-21,2017-12-28,Standard Class,DB-13210,07501,OFF-PA-10001144,166.44,3,0.0,79.8912,7,0.48,4,20171221,20171228
1970,CA-2017-117485,2017-09-23,2017-09-29,Standard Class,BD-11320,74133,TEC-AC-10004659,291.96,4,0.0,102.186,6,0.35,4,20170923,20170929
1971,CA-2017-140242,2017-05-06,2017-05-11,Standard Class,ML-17755,60623,OFF-AR-10004752,6.408,3,0.2,0.6408,5,0.1,4,20170506,20170511
1972,CA-2017-140242,2017-05-06,2017-05-11,Standard Class,ML-17755,60623,TEC-AC-10004659,408.744,7,0.2,76.6395,5,0.1875,4,20170506,20170511
1973,CA-2014-148950,2014-12-14,2014-12-19,Standard Class,JD-16015,60610,OFF-BI-10001249,5.104,4,0.8,-8.6768,5,-1.7,4,20141214,20141219
1974,CA-2014-148950,2014-12-14,2014-12-19,Standard Class,JD-16015,60610,OFF-FA-10003059,2.896,2,0.2,0.4706,5,0.1625,4,20141214,20141219
1975,CA-2014-148950,2014-12-14,2014-12-19,Standard Class,JD-16015,60610,TEC-AC-10002718,35.016,3,0.2,-2.1885,5,-0.0625,4,20141214,20141219
1976,CA-2014-110408,2014-10-18,2014-10-20,Second Class,AS-10225,36116,OFF-ST-10001522,275.97,3,0.0,11.0388,2,0.04,3,20141018,20141020
1977,CA-2014-110408,2014-10-18,2014-10-20,Second Class,AS-10225,36116,TEC-PH-10002352,1394.95,5,0.0,362.687,2,0.26,3,20141018,20141020
1978,CA-2014-110408,2014-10-18,2014-10-20,Second Class,AS-10225,36116,FUR-CH-10003774,545.88,6,0.0,70.9644,2,0.13,3,20141018,20141020
1979,CA-2015-109939,2015-05-08,2015-05-12,Standard Class,AA-10375,97301,OFF-AR-10000127,5.248,2,0.2,0.5904,4,0.1125,4,20150508,20150512
1980,CA-2016-112669,2016-04-14,2016-04-14,Same Day,KT-16465,85301,FUR-CH-10004086,933.536,4,0.2,105.0228,0,0.1125,1,20160414,20160414
1981,CA-2016-112669,2016-04-14,2016-04-14,Same Day,KT-16465,85301,OFF-ST-10001228,42.976,4,0.2,4.2976,0,0.1,1,20160414,20160414
1982,CA-2015-119592,2015-12-14,2015-12-16,Second Class,MM-18280,31907,OFF-BI-10004187,3.76,2,0.0,1.8048,2,0.48,3,20151214,20151216
1983,CA-2014-122749,2014-12-03,2014-12-09,Standard Class,NG-18430,73120,TEC-PH-10003811,479.96,4,0.0,134.3888,6,0.28,4,20141203,20141209
1984,CA-2014-164721,2014-11-25,2014-11-27,Second Class,LW-16825,94513,OFF-AP-10000240,320.88,6,0.0,93.0552,2,0.29,3,20141125,20141127
1985,CA-2014-164721,2014-11-25,2014-11-27,Second Class,LW-16825,94513,FUR-FU-10001940,23.88,3,0.0,10.5072,2,0.44,3,20141125,20141127
1986,CA-2014-164721,2014-11-25,2014-11-27,Second Class,LW-16825,94513,OFF-PA-10000575,26.76,4,0.0,12.3096,2,0.46,3,20141125,20141127
1987,CA-2016-147417,2016-07-25,2016-07-27,First Class,CB-12415,43229,TEC-CO-10001449,1439.976,4,0.4,191.9968,2,0.1333,2,20160725,20160727
1988,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,AS-10090,65807,OFF-BI-10002393,17.22,3,0.0,7.9212,4,0.46,4,20151109,20151113
1989,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,AS-10090,65807,FUR-TA-10002855,1024.38,7,0.0,215.1198,4,0.21,4,20151109,20151113
1990,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,AS-10090,65807,OFF-EN-10000781,26.22,3,0.0,12.3234,4,0.47,4,20151109,20151113
1991,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,AS-10090,65807,OFF-PA-10002160,17.34,3,0.0,8.4966,4,0.49,4,20151109,20151113
1992,CA-2017-111374,2017-02-24,2017-02-28,Standard Class,CB-12415,19134,OFF-BI-10004970,4.956,4,0.7,-3.7996,4,-0.7667,4,20170224,20170228
1993,CA-2017-133648,2017-06-25,2017-07-02,Standard Class,ML-17755,97477,OFF-LA-10003923,71.04,6,0.2,26.64,7,0.375,4,20170625,20170702
1994,CA-2017-133648,2017-06-25,2017-07-02,Standard Class,ML-17755,97477,OFF-AR-10002257,5.344,2,0.2,0.7348,7,0.1375,4,20170625,20170702
1995,CA-2017-133648,2017-06-25,2017-07-02,Standard Class,ML-17755,97477,OFF-FA-10004395,11.304,3,0.2,-2.1195,7,-0.1875,4,20170625,20170702
1996,US-2017-147221,2017-12-02,2017-12-04,Second Class,JS-16030,77036,OFF-AP-10002534,294.62,5,0.8,-766.012,2,-2.6,3,20171202,20171204
1997,US-2017-147221,2017-12-02,2017-12-04,Second Class,JS-16030,77036,FUR-FU-10004020,8.752,4,0.6,-3.7196,2,-0.425,3,20171202,20171204
1998,CA-2014-131905,2014-02-06,2014-02-09,First Class,ND-18460,23320,OFF-LA-10002787,15.0,4,0.0,7.2,3,0.48,2,20140206,20140209
1999,CA-2014-131905,2014-02-06,2014-02-09,First Class,ND-18460,23320,TEC-PH-10003645,161.61,1,0.0,42.0186,3,0.26,2,20140206,20140209
2000,CA-2014-131905,2014-02-06,2014-02-09,First Class,ND-18460,23320,TEC-PH-10001615,144.95,5,0.0,42.0355,3,0.29,2,20140206,20140209
2001,CA-2017-166128,2017-04-11,2017-04-18,Standard Class,LW-17215,91104,TEC-AC-10001767,199.95,5,0.0,21.9945,7,0.11,4,20170411,20170418
2002,CA-2017-166128,2017-04-11,2017-04-18,Standard Class,LW-17215,91104,OFF-AR-10001221,41.86,7,0.0,14.2324,7,0.34,4,20170411,20170418
2003,CA-2017-163510,2017-12-25,2017-12-28,Second Class,JW-15955,40214,OFF-ST-10000563,95.94,3,0.0,9.594,3,0.1,3,20171225,20171228
2004,CA-2017-163510,2017-12-25,2017-12-28,Second Class,JW-15955,40214,FUR-CH-10001146,304.45,5,0.0,76.1125,3,0.25,3,20171225,20171228
2005,US-2017-143028,2017-04-11,2017-04-18,Standard Class,SC-20050,79424,OFF-BI-10004738,11.364,3,0.8,-17.046,7,-1.5,4,20170411,20170418
2006,CA-2014-111150,2014-12-31,2015-01-04,Standard Class,RW-19630,65203,OFF-AR-10000034,29.68,7,0.0,11.5752,4,0.39,4,20141231,20150104
2007,CA-2014-111150,2014-12-31,2015-01-04,Standard Class,RW-19630,65203,TEC-AC-10000290,47.53,7,0.0,16.1602,4,0.34,4,20141231,20150104
2008,CA-2017-165386,2017-08-03,2017-08-04,First Class,CM-12190,60623,FUR-BO-10003034,183.372,2,0.3,-36.6744,1,-0.2,2,20170803,20170804
2009,CA-2014-116407,2014-11-15,2014-11-21,Standard Class,JF-15190,37604,OFF-AR-10001315,4.224,3,0.2,0.4752,6,0.1125,4,20141115,20141121
2010,CA-2014-116407,2014-11-15,2014-11-21,Standard Class,JF-15190,37604,OFF-AP-10002118,333.056,2,0.2,29.1424,6,0.0875,4,20141115,20141121
2011,CA-2014-116407,2014-11-15,2014-11-21,Standard Class,JF-15190,37604,OFF-PA-10002137,24.896,4,0.2,7.78,6,0.3125,4,20141115,20141121
2012,CA-2015-155761,2015-12-11,2015-12-11,Same Day,SC-20800,77041,TEC-AC-10001606,159.984,2,0.2,35.9964,0,0.225,1,20151211,20151211
2013,CA-2015-155761,2015-12-11,2015-12-11,Same Day,SC-20800,77041,OFF-ST-10000943,46.344,3,0.2,4.6344,0,0.1,1,20151211,20151211
2014,CA-2016-145905,2016-09-18,2016-09-23,Standard Class,AM-10705,36830,FUR-CH-10001854,350.98,1,0.0,84.2352,5,0.24,4,20160918,20160923
2015,CA-2016-145905,2016-09-18,2016-09-23,Standard Class,AM-10705,36830,OFF-PA-10000533,13.08,2,0.0,6.0168,5,0.46,4,20160918,20160923
2016,CA-2016-145905,2016-09-18,2016-09-23,Standard Class,AM-10705,36830,OFF-ST-10003716,900.08,4,0.0,117.0104,5,0.13,4,20160918,20160923
2017,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,BK-11260,92404,OFF-BI-10000088,17.568,2,0.2,6.3684,4,0.3625,4,20150319,20150323
2018,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,BK-11260,92404,OFF-LA-10000240,14.62,2,0.0,6.8714,4,0.47,4,20150319,20150323
2019,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,BK-11260,92404,OFF-SU-10001165,33.36,4,0.0,8.6736,4,0.26,4,20150319,20150323
2020,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,BK-11260,92404,OFF-PA-10002749,40.14,6,0.0,19.6686,4,0.49,4,20150319,20150323
2021,CA-2016-168354,2016-09-19,2016-09-21,First Class,RH-19510,02908,OFF-ST-10001490,1606.23,9,0.0,481.869,2,0.3,2,20160919,20160921
